sku,Brand,Category,sub_category,sub_sub_category,Title,Description,Condition,Price,Image,Product Line,Product Series,Model,OEM Manufacturer,Product Type,# of Cores,Processor Speed,Socket Type
0907P, Dell ,Processors,Laptop Processors,NA,0907P - Dell 366MHz 66MHz FSB Pentium II-M 1-Core Processor,Dell 0907P 366MHz 66MHz FSB 256KB L2 Cache Socket 240-Pin Intel Pentium II-M Single-core (1 Core) Processor,Refurbished,$124.00,https://cdn.cmshardware.com/images/Images/Products/0907P.webp,Pentium II ,,,,Micro Processor ,,366 MHz,
0953E, Dell ,Processors,Desktop Processors,NA,0953E - Dell 300MHz 66MHz FSB 512KB L2 Cache Intel Pentium II Single-core (1 Core) Processor,Dell 0953E 300MHz 66MHz FSB 512KB L2 Cache Intel Pentium II 1-Core Processor,Refurbished,$157.00,https://cdn.cmshardware.com/images/Images/Products/0953E.webp,Pentium II ,,,,Micro Processor ,Single-core (1 Core) ,300 MHz,
09659T, Dell ,Processors,Desktop Processors,NA,09659T - Dell 667MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron 1-Core Processor,Dell 09659T 667MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron 1-Core Processor,Refurbished,$69.00,https://cdn.cmshardware.com/images/Images/Products/09659T.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,667 MHz,Socket PPGA370 
09662T, Dell ,Processors,Desktop Processors,NA,09662T - Dell 466MHz 66MHz FSB 128KB Cache Socket PPGA370 Intel Celeron 1-Core Processor,Dell 09662T 466MHz 66MHz FSB 128KB Cache Socket PPGA370 Intel Celeron 1-Core Processor,Refurbished,$66.00,https://cdn.cmshardware.com/images/Images/Products/09662T.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,466 MHz,Socket PPGA370 
0751D, Dell ,Processors,Desktop Processors,NA,0751D - Dell 333MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 / SEPP242 / SEPP540 Intel Celeron Single-core (1 Core) Processor,Dell 0751D 333MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 / SEPP242 / SEPP540 Intel Celeron Single-core (1 Core) Processor,Refurbished,$85.00,https://cdn.cmshardware.com/images/Images/Products/0751D.webp,Celeron ,,,HP ,Micro Processor ,Single-core (1 Core) ,333 GHz,Socket PPGA370 
078UXR, Dell ,Processors,Laptop Processors,NA,078UXR - Dell 650MHz 100MHz FSB 128KB L2 Cache Socket H-PBGA495 / PPGA495 Intel Celeron 1-Core Processor,Dell 078UXR 650MHz 100MHz FSB 128KB L2 Cache Socket H-PBGA495 / PPGA495 Intel Celeron 1-Core Processor,Refurbished,$100.00,https://cdn.cmshardware.com/images/Images/Products/078UXR.webp,Celeron ,,,,Processor Upgrade ,Single-core (1 Core) ,650 MHz,Socket PPGA-495 
06WKT, Dell ,Processors,Desktop Processors,NA,06WKT - Dell 500MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron Single-core (1 Core) Processor,Dell 06WKT 500MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron Single-core (1 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/06WKT.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,500 MHz,Socket PPGA370 
09785T, Dell ,Processors,Desktop Processors,NA,09785T - Dell 466MHz 66MHz FSB 128KB Cache Socket PPGA370 Intel Celeron 1-Core Processor,Dell 09785T 466MHz 66MHz FSB 128KB Cache Socket PPGA370 Intel Celeron 1-Core Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/09785T.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,466 MHz,Socket PPGA370 
09C796, Dell ,Processors,Desktop Processors,NA,09C796 - Dell 750MHz 100MHz FSB 128KB L2 Cache Socket H-PBGA495 / PPGA495 Intel Celeron 1-Core Processor,Dell 09C796 750MHz 100MHz FSB 128KB L2 Cache Socket H-PBGA495 / PPGA495 Intel Celeron 1-Core Processor,Refurbished,$127.00,https://cdn.cmshardware.com/images/Images/Products/09C796.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,750 MHz,Socket PPGA-495 
090XH, Dell ,Processors,Desktop Processors,NA,090XH - Dell 466MHz 66MHz FSB 128KB Cache Socket PPGA370 Intel Celeron 1-Core Processor,Dell 090XH 466MHz 66MHz FSB 128KB Cache Socket PPGA370 Intel Celeron 1-Core Processor,Refurbished,$75.00,https://cdn.cmshardware.com/images/Images/Products/090XH.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,466 MHz,Socket PPGA370 
0928FW, Dell ,Processors,Desktop Processors,NA,0928FW - Dell 800MHz 100MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron 1-Core Processor,Dell 0928FW 800MHz 100MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron 1-Core Processor,Refurbished,$108.00,https://cdn.cmshardware.com/images/Images/Products/0928FW.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,800 MHz,Socket PPGA370 
530W9, Dell ,Processors,Server Processors,NA,530W9 - Dell 2.40GHz Socket FCLGA1356 Xeon E5-2440 6-Core Processor,Dell 530W9 2.40GHz 7.20GT/s QPI 15MB L3 Cache Socket FCLGA1356 Intel Xeon E5-2440 Hexa-core (6 Core) Processor For PowerEdge R420,Refurbished,$85.00,https://cdn.cmshardware.com/images/Images/Products/530W9-o.webp,,,,,,,,
6WDCN, Dell ,Processors,Server Processors,NA,6WDCN - Dell 2.40GHz Socket FCLGA1356 Xeon E5-2440 6-Core Processor,Dell 6WDCN 2.40GHz 7.20GT/s QPI 15MB L3 Cache Socket FCLGA1356 Intel Xeon E5-2440 Hexa-core (6 Core) Processor For PowerEdge R420,Refurbished,$92.00,https://cdn.cmshardware.com/images/Images/Products/6WDCN.webp,,,,,,,,
8X6F2, Dell ,Processors,Desktop Processors,NA,8X6F2 - Dell 2.83GHz 1333MHz FSB 6MB L2 Cache Socket LGA775 Intel Core 2 Quad Q9505 4-Core Processor,Dell 8X6F2 2.83GHz 1333MHz FSB 6MB L2 Cache Socket LGA775 Intel Core 2 Quad Q9505 4-Core Processor,Refurbished,$162.00,https://cdn.cmshardware.com/images/Images/Products/8X6F2.webp,,,,,,,,
U450H, Dell ,Processors,Server Processors,NA,U450H - Dell 2.40GHz Socket PGA604 Xeon E7450 6-Core Processor,Dell U450H 2.40GHz 1066MHz FSB 12MB L3 Cache Socket PGA604 Intel Xeon E7450 Hexa-core (6 Core) Processor,Refurbished,$55.00,https://cdn.cmshardware.com/images/Images/Products/U450H-s.webp,Xeon ,,E7450  ,,Micro Processor ,Hexa-core (6 Core) ,2.4 GHz,Socket FCLGA3647 
MU287, Dell ,Processors,Server Processors,NA,MU287 - Dell 2.13GHz Socket PLGA775 Xeon 3050 2-Core Processor,Dell MU287 2.13GHz 1066MHz FSB 2MB L2 Cache Socket PLGA775 Intel Xeon 3050 Dual-core (2 Core) Processor,Refurbished,$55.00,https://cdn.cmshardware.com/images/Images/Products/MU287.webp,Xeon ,,3050 ,,Micro Processor ,Dual-core (2 Core) ,2.13 GHz,Socket PLGA-775 
T406H, Dell ,Processors,Server Processors,NA,T406H - Dell 3.00GHz LGA771 Xeon E3113 2-Core Processor,Dell T406H 3.00GHz 1333MHz FSB 6MB L2 Cache Socket LGA771 Intel Xeon E3113 Dual-core (2 Core) Processor,Refurbished,$89.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Core-Gen.webp,,,,,,,,
P328X, Dell ,Processors,Server Processors,NA,P328X Dell Xeon 2.40GHz Server CPU,Dell P328X 2.40GHz 1066MHz FSB 16MB L3 Cache Socket PPGA604 Intel Xeon E7440 4-Core Processor,Refurbished,$50.00,https://cdn.cmshardware.com/images/Images/Products/P328X-s.webp,Xeon ,,,,Micro Processor ,Quad-core (4 Core) ,2.40 GHz,Socket PPGA604 
YX4RJ, Dell ,Processors,Server Processors,NA,YX4RJ Dell Xeon 2.0GHz Server CPU,Dell YX4RJ 2.0GHz 6.4GT/s QPI 18MB L3 Cache Socket FCLGA1567 Intel Xeon X6550 Octa-core (8 Core) Processor,Refurbished,$100.00,https://cdn.cmshardware.com/images/Images/Products/YX4RJ-o.webp,Xeon ,,X6550  ,,Micro Processor ,Octa-core (8 Core) ,2.0 GHz,Socket FCLGA1567 
H384M, Dell ,Processors,Server Processors,NA,H384M Dell Xeon 2.93GHz Server CPU,Dell H384M 2.93GHz 4.8GT/s QPI 8MB L3 Cache Socket LGA1366 Intel Xeon W3540 4-Core Processor,Refurbished,$45.00,https://cdn.cmshardware.com/images/Images/Products/H384M-o.webp,Xeon ,,W3540 ,,Processor Upgrade ,Quad-core (4 Core) ,2.93 GHz,Socket PPGA604 
0078T, Dell ,Processors,Desktop Processors,NA,0078T - Dell 400MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 / SEPP242 / SEPP540 Intel Celeron Single-core (1 Core) Processor,Dell 0078T 400MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 / SEPP242 / SEPP540 Intel Celeron Single-core (1 Core) Processor,Refurbished,$95.00,https://cdn.cmshardware.com/images/Images/Products/0078T.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,400 MHz,Socket PPGA370 
0080D, Dell ,Processors,Desktop Processors,NA,0080D - Dell 333MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 / SEPP242 / SEPP540 Intel Celeron 1-Core Processor,Dell 0080D 333MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 / SEPP242 / SEPP540 Intel Celeron 1-Core Processor,Refurbished,$90.00,https://cdn.cmshardware.com/images/Images/Products/0080D.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,333 MHz,Socket PPGA370 
01056D, Dell ,Processors,Desktop Processors,NA,01056D - Dell 233MHz 66MHz FSB 512KB L2 Cache Socket PPGA296 Intel Pentium MMX 1-Core Processor,Dell 01056D 233MHz 66MHz FSB 512KB L2 Cache Socket PPGA296 Intel Pentium MMX 1-Core Processor,Refurbished,$92.00,https://cdn.cmshardware.com/images/Images/Products/01056D-s.webp,Pentium MMX ,,,,Micro Processor ,Single-core (1 Core) ,2.33 MHz,Socket SECC2242 
JDD68, Dell ,Processors,Desktop Processors,NA,JDD68 - Dell 2.70GHz LGA1155 Pentium G630 2-Core Processor,Dell JDD68 2.70GHz 5.00GT/s DMI 3MB L3 Cache Socket FCLGA1155 Intel Pentium G630 Dual-core (2 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/JDD68-o.webp,,,,,,,,
0042R, Dell ,Processors,Desktop Processors,NA,0042R - Dell 433MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 / SEPP540 Intel Celeron Single-core (1 Core) Processor,Dell 0042R 433MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 / SEPP540 Intel Celeron Single-core (1 Core) Processor,Refurbished,$85.00,https://cdn.cmshardware.com/images/Images/Products/0042R.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,433 MHz,Socket PPGA370 
0056D, Dell ,Processors,Desktop Processors,NA,0056D - Dell 200MHz 66MHz FSB 256KB L2 Cache Socket 8 Intel Pentium Pro Single-core (1 Core) Processor,Dell 0056D 200MHz 66MHz 256KB L2 Cache Socket 8 Intel Pentium Pro Processor,Refurbished,$82.00,https://cdn.cmshardware.com/images/Images/Products/0056D.webp,,,,,Processor Upgrade ,,,
V51RY, Dell ,Processors,Server Processors,NA,V51RY - Dell 1.80GHz LGA2011 Xeon E5-2603 4-Core Processor,Dell V51RY 1.80GHz 6.40GT/s QPI 10MB L3 Cache Socket FCLGA2011 Intel Xeon E5-2603 Quad-core (4 Core) Processor,Refurbished,$65.00,https://cdn.cmshardware.com/images/Images/Products/V51RY.webp,Xeon ,,2603  ,,Micro Processor ,Quad-core (4 Core) ,1.8 GHz,Socket FCLGA2011 
JMP03, Dell ,Processors,Server Processors,NA,JMP03 - Dell 2.20GHz LGA1356 Xeon E5-2407 4-Core Processor,Dell JMP03 2.20GHz 6.40GT/s QPI 10MB L3 Cache Socket FCLGA1356 Intel Xeon E5-2407 Quad-core (4 Core) Processor,Refurbished,$56.00,https://cdn.cmshardware.com/images/Images/Products/JMP03-o.webp,,,,,,,,
VX7C6, Dell ,Processors,Server Processors,NA,VX7C6 - Dell 2.50GHz Socket LGA2011 Xeon E5-2640 6-Core Processor,Dell VX7C6 2.50GHz 7.20GT/s QPI 15MB L3 Cache Socket FCLGA2011 Intel Xeon E5-2640 Hexa-core (6 Core) Processor,Refurbished,$56.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Core-Gen.webp,,,,,,,,
SL69M, Dell ,Processors,Server Processors,NA,SL69M - Dell 2.13GHz Socket PGA604 Xeon L7455 6-Core Processor,Dell SL69M 2.13GHz 1066MHz FSB 12MB L2 Cache Socket PGA604 Intel Xeon L7455 Hexa-core (6 Core) Processor,Refurbished,$55.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Core-Gen.webp,Xeon ,,L7455 ,,Micro Processor ,Hexa-core (6 Core) ,2.13 GHz,Socket PPGA604 
4FXFP, Dell ,Processors,Server Processors,NA,4FXFP - Dell 1.60GHz LGA1366 Xeon E5603 4-Core Processor,Dell 4FXFP 1.60GHz 4.80GT/s QPI 4MB L3 Cache Socket FCLGA1366 Intel Xeon E5603 Quad-core (4 Core) Processor,Refurbished,$62.00,https://cdn.cmshardware.com/images/Images/Products/4FXFP-o.webp,Xeon ,,E5603 ,,Micro Processor ,Quad-core (4 Core) ,1.6 GHz,Socket FCLGA1366 
JG5H3, Dell ,Processors,Server Processors,NA,JG5H3 - Dell 1.60GHz LGA1366 Xeon E5603 4-Core Processor,Dell JG5H3 1.60GHz 4.80GT/s QPI 4MB L3 Cache Socket FCLGA1366 Intel Xeon E5603 Quad-core (4 Core) Processor,Refurbished,$54.00,https://cdn.cmshardware.com/images/Images/Products/JG5H3-o.webp,Xeon ,,E5603 ,,Micro Processor ,Quad-core (4 Core) ,1.6 GHz,Socket FCLGA1366 
FP17M, Dell ,Processors,Server Processors,NA,FP17M - Dell 1.80GHz LGA2011 Xeon E5-2603 4-Core Processor,Dell FP17M 1.80GHz 6.40GT/s QPI 10MB L3 Cache Socket FCLGA2011 Intel Xeon E5-2603 Quad-core (4 Core) Processor,Refurbished,$72.00,https://cdn.cmshardware.com/images/Images/Products/FP17M.webp,Xeon ,,2603  ,,Micro Processor ,Quad-core (4 Core) ,1.8 GHz,Socket FCLGA2011 
F860T, Dell ,Processors,Desktop Processors,NA,F860T - Dell 2.66GHz 1333MHz FSB 4MB L2 Cache Socket LGA775 Intel Core 2 Quad Q8400 4-Core Processor,Dell F860T 2.66GHz 1333MHz FSB 4MB L2 Cache Socket LGA775 Intel Core 2 Quad Q8400 4-Core Processor,Refurbished,$213.00,https://cdn.cmshardware.com/images/Images/Products/F860T-o.webp,,,,,,,,
77VPR, Dell ,Processors,Desktop Processors,NA,77VPR - Dell 2.70GHz LGA1155 Pentium G630 2-Core Processor,Dell 77VPR 2.70GHz 5.00GT/s DMI 3MB L3 Cache Socket FCLGA1155 Intel Pentium G630 Dual-core (2 Core) Processor,Refurbished,$152.00,https://cdn.cmshardware.com/images/Images/Products/77VPR-o.webp,,,,,,,,
NV1K4, Dell ,Processors,Laptop Processors,NA,NV1K4 - Dell 2.00GHz PGA478 Pentium T4200 2-Core Processor,Dell NV1K4 2.00GHz 800MHz FSB 1MB L2 Cache Socket PGA478 Intel Pentium T4200 Dual-core (2 Core) Processor,Refurbished,$69.00,https://cdn.cmshardware.com/images/Images/Products/NV1K4.webp,,,,,,,,
J662N, Dell ,Processors,Laptop Processors,NA,J662N - Dell 2.00GHz 800MHz FSB 1MB L2 Cache Socket PGA478 Intel Pentium T4200 2-Core Processor,Dell J662N 2.00GHz 800MHz FSB 1MB L2 Cache Socket PGA478 Intel Pentium T4200 2-Core Processor,Refurbished,$69.00,https://cdn.cmshardware.com/images/Images/Products/J662N-o.webp,Pentium ,T4000 ,T4200 ,Intel ,Micro Processor ,Dual-core (2 Core) ,2.00 GHz,Socket PGA-478 
F858T, Dell ,Processors,Desktop Processors,NA,F858T - Dell 2.80GHz 1066MHz FSB 2MB L2 Cache Socket LGA775 Intel Pentium E6300 2-Core Processor,Dell F858T 2.80GHz 1066MHz FSB 2MB L2 Cache Socket LGA775 Intel Pentium E6300 2-Core Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/F858T-o.webp,Pentium ,,E6300 ,,Micro Processor ,Dual-core (2 Core) ,2.80 GHz,Socket PLGA-775 
996KN, Dell ,Processors,Desktop Processors,NA,996KN - Dell 600MHz 66MHz FSB 128KB L2 Cache Socket PGA370 Intel Celeron 1-Core Processor,Dell 996KN 600MHz 66MHz FSB 128KB L2 Cache Socket PGA370 Intel Celeron 1-Core Processor,Refurbished,$90.00,https://cdn.cmshardware.com/images/Images/Products/996KN.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,433 MHz,Socket PPGA370 
934XC, Dell ,Processors,Desktop Processors,NA,934XC - Dell 566MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron 1-Core Processor,Dell 934XC 566MHz 66MHz FSB 128KB L2 Cache Socket PPGA370 Intel Celeron 1-Core Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/934XC.webp,Celeron ,,,,Micro Processor ,Single-core (1 Core) ,566 MHz,Socket PPGA370 
RD53K, Dell ,Processors,Desktop Processors,NA,RD53K - Dell 2.40GHz 800MHz FSB 1MB L2 Cache Socket LGA775 Intel Celeron E3200 2-Core Processor,Dell RD53K 2.40GHz 800MHz FSB 1MB L2 Cache Socket LGA775 Intel Celeron E3200 2-Core Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/Celeron-Processor-Gen.webp,,,,,,,,
C348D, Dell ,Processors,Laptop Processors,NA,C348D - Dell 1.73GHz 533MHz FSB 512KB L2 Cache Socket PGA478 Intel Celeron T1400 2-Core Processor,Dell C348D 1.73GHz 533MHz FSB 512KB L2 Cache Socket PGA478 Intel Celeron T1400 2-Core Processor,Refurbished,$76.00,https://cdn.cmshardware.com/images/Images/Products/Celeron-Processor-Gen.webp,,,,,,,,
DW1RM, Dell ,Processors,Laptop Processors,NA,DW1RM - Dell 2.1GHz 2.5GT/s DMI 3MB L3 Cache Socket PGA988 Intel Pentium P6200 Dual-core (2 Core) Processor,Dell DW1RM 2.1GHz 2.5GT/s DMI 3MB L3 Cache Socket PGA988 Intel Pentium P6200 Dual-core (2 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/DW1RM-o.webp,,,,,Micro Processor ,Dual-core (2 Core) ,2.1 GHz,Socket PGA-988 
XT483, Dell ,Processors,Desktop Processors,NA,XT483 - Dell 2.00GHz LGA775 Celeron 440 1-Core Processor,Dell XT483 2.00GHz 800MHz FSB 512KB L2 Cache Socket LGA775 Intel Celeron 440 Single-core (1 Core) Processor,Refurbished,$80.00,https://cdn.cmshardware.com/images/Images/Products/XT483-o.webp,Celeron ,, 440 ,,Micro Processor ,Single-core (1 Core) ,2.00 GHz,Socket PLGA-775 
TRD4G, Dell ,Processors,Laptop Processors,NA,TRD4G - Dell 2.16GHz 667MHz FSB 1MB L2 Cache Socket PGA478 Intel Pentium T3400 2-Core Processor,Dell TRD4G 2.16GHz 667MHz FSB 1MB L2 Cache Socket PGA478 Intel Pentium T3400 2-Core Processor,Refurbished,$69.00,https://cdn.cmshardware.com/images/Images/Products/Xeon-Pentium-Gen.webp,Pentium ,,T3400 ,,Micro Processor ,Dual-core (2 Core) ,2.16 GHz,Socket PGA-478 
61CMH, Dell ,Processors,Desktop Processors,NA,61CMH - Dell 733MHz 133MHz FSB 256KB L2 Cache Socket SECC2 Intel Pentium III Single-core (1 Core) Processor,Dell 61CMH 733MHz Intel Pentium III Processor,Refurbished,$92.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Pentium-3.webp,Pentium III ,,,Intel ,Micro Processor ,Single-core (1 Core) ,733 MHz,Socket PGA-370 
67DXU, Dell ,Processors,Desktop Processors,NA,67DXU - Dell 667MHz 133MHz FSB 256KB L2 Cache Socket PGA370 Intel Pentium III Single-core (1 Core) Processor,Dell 67DXU 667MHz Intel Pentium III Processor,Refurbished,$100.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Pentium-3.webp,Pentium III ,,,Intel ,Micro Processor ,Single-core (1 Core) ,667 MHz,Socket PGA-370 
7H2TP, Dell ,Processors,Laptop Processors,NA,7H2TP - Dell 2.1GHz 5.0GT/s 3MB L3 Cache Socket PPGA988 Intel Core i3-2310M Dual-core (2 Core) Processor,Dell 7H2TP 2.1GHz 5.0GT/s 3MB L3 Cache Socket PPGA988 Intel Core i3-2310M Dual-core (2 Core) Processor,Refurbished,$110.00,https://cdn.cmshardware.com/images/Images/Products/7H2TP-s.webp,Core i3 ,, 2310M ,,Micro Processor ,Dual-core (2 Core) ,2.10 GHz,Socket PGA-988 
K2777, Dell ,Processors,Desktop Processors,NA,K2777 - Dell 2.8GHz 533MHz 512KB L2 Cache Socket 478 Intel Pentium 4 Northwood Processor,Dell K2777 2.8GHz 533MHz 512K Socket 478 Intel Pentium 4 Northwood Processor,Refurbished,$83.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Pentium-4.webp,Pentium 4 ,,,,Micro Processor ,,2.8 GHz,Socket PGA-478 
7941T, Dell ,Processors,Desktop Processors,NA,7941T - Dell 733MHz 133MHz FSB 256KB L2 Cache Socket SECC2 Intel Pentium III Single-core (1 Core) Processor,Dell 7941T 733MHz Intel Pentium III Processor,Refurbished,$240.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Pentium-3.webp,Pentium III ,,,Intel ,Micro Processor ,Single-core (1 Core) ,733 MHz,Socket PGA-370 
FU974, Dell ,Processors,Server Processors,NA,FU974 - Dell 3.40GHz Socket LGA771 Xeon X5272 2-Core Processor,Dell FU974 3.40GHz 1600MHz FSB 6MB L2 Cache Socket LGA771 Intel Xeon X5272 Dual-core (2 Core) Processor,Refurbished,$52.00,https://cdn.cmshardware.com/images/Images/Products/FU974.webp,Xeon ,X5000 ,X5272 ,,Processor Upgrade ,Dual-core (2 Core) ,1600 MHz,Socket LGA771 
FU820, Dell ,Processors,Server Processors,NA,FU820 - Dell 2.66GHz Socket LGA771 Xeon E5430 4-Core Processor,Dell FU820 2.66GHz 1333MHz FSB 12MB L2 Cache Socket LGA771 Intel Xeon E5430 Quad-core (4 Core) Processor,Refurbished,$85.00,https://cdn.cmshardware.com/images/Images/Products/FU820.webp,Xeon ,E5400 ,E5430 ,,Processor Upgrade ,Quad-core (4 Core) ,1333 MHz,Socket LGA771 
FU851, Dell ,Processors,Server Processors,NA,FU851 - Dell 2.66GHz Socket LGA771 Xeon E5430 4-Core Processor,Dell FU851 2.66GHz 1333MHz FSB 12MB L2 Cache Socket LGA771 Intel Xeon E5430 Quad-core (4 Core) Processor,Refurbished,$48.00,https://cdn.cmshardware.com/images/Images/Products/FU851.webp,Xeon ,E5400 ,E5430 ,,Processor Upgrade ,Quad-core (4 Core) ,1333 MHz,Socket LGA771 
55RPP, Dell ,Processors,Desktop Processors,NA,55RPP - Dell 800MHz 256KB L2 Cache Socket PGA370 Intel Pentium III Single-core (1 Core) Processor,Dell 55RPP 800MHz Intel Pentium III Xeon Processor,Refurbished,$320.00,https://cdn.cmshardware.com/images/Images/Products/Intel-Pentium-Gen.webp,Pentium III ,,,,Micro Processor ,Single-core (1 Core) ,800 MHz,Socket PPGA370 
606H7, Dell ,Processors,Desktop Processors,NA,606H7 - Dell 2.6GHz 4.8GT/s QPI 8MB L3 Cache Socket FCLGA1366 Intel Core i7-920 Quad-core (4 Core) Processor,Dell 606H7 2.6GHz 4.8GT/s QPI 8MB L3 Cache Socket FCLGA1366 Intel Core i7-920 Quad-core (4 Core) Processor,Refurbished,$128.00,https://cdn.cmshardware.com/images/Images/Products/606H7-o.webp,,,,,Micro Processor ,Quad-core (4 Core) ,2.66 GHz,Socket FCLGA1366 
62JY9, Dell ,Processors,Desktop Processors,NA,62JY9 - Dell 2.6GHz 4.8GT/s QPI 8MB L3 Cache Socket FCLGA1366 Intel Core i7-920 Quad-core (4 Core) Processor,Dell 62JY9 2.6GHz 4.8GT/s QPI 8MB L3 Cache Socket FCLGA1366 Intel Core i7-920 Quad-core (4 Core) Processor,Refurbished,$253.00,https://cdn.cmshardware.com/images/Images/Products/62JY9-o.webp,,,,,Micro Processor ,Quad-core (4 Core) ,2.66 GHz,Socket FCLGA1366 
C75Y2, Dell ,Processors,Laptop Processors,NA,C75Y2 - Dell 2.60GHz 5GT/s 3MB Cache Socket PPGA988 Intel Core i5-3320M Dual Core Processor,Dell C75Y2 2.60GHz 5GT/s 3MB Cache Socket PPGA988 Intel Core i5-3320M Dual Core Processor,Refurbished,$121.00,https://cdn.cmshardware.com/images/Images/Products/C75Y2-s.webp,,i5-3300 ,i5-3320M ,,Processor Upgrade ,Dual-core (2 Core) ,2.6 GHz,
